Data,Bebidas_Cantidad,Bebidas_Ventas,Comida_Cantidad,Comida_Ventas,Otros_Cantitdad,Otros_Ventas,Total_Cantidad,Total_Ventas,,,
13/07/2022,168,375.55,88,340.80,26,78.60,282,794.95,,,
14/07/2022,189,440.20,97,336.05,16,70.00,302,846.25,,,
15/07/2022,223,528.70,112,387.25,42,62.10,377,978.05,,,
16/07/2022,226,553.50,143,545.35,18,69.60,387,1168.45,,,
17/07/2022,221,530.55,133,515.25,19,56.60,373,1102.40,,,
18/07/2022,243,550.85,146,529.85,27,74.40,416,1155.10,,,
19/07/2022,175,421.00,93,343.10,14,35.80,282,799.90,,,
20/07/2022,223,501.20,106,348.00,9,8.50,338,857.70,,,
21/07/2022,197,472.50,118,422.90,13,18.30,328,913.70,,,
22/07/2022,175,409.25,128,488.10,24,22.70,327,920.05,,,
23/07/2022,236,550.85,153,560.45,20,42.90,409,1154.20,,,
24/07/2022,246,598.35,143,548.15,14,42.90,403,1189.40,,,
01/08/2022,181,400.35,98,350.15,13,57.80,292,808.30,,,
02/08/2022,176,393.60,90,334.55,12,17.40,278,745.55,,,
03/08/2022,162,365.15,102,434.05,22,43.40,286,842.60,,,
04/08/2022,135,331.70,91,330.85,13,42.50,239,705.05,,,
05/08/2022,174,432.10,128,466.75,6,8.50,308,907.35,,,
06/08/2022,252,599.60,156,540.05,6,44.10,414,1183.75,,,
07/08/2022,273,660.95,158,586.90,20,69.20,451,1317.05,,,
08/08/2022,229,559.55,144,497.95,10,8.50,383,1066.00,,,
09/08/2022,224,519.10,136,482.10,18,78.60,378,1079.80,,,
10/08/2022,205,439.05,120,417.35,17,43.70,342,900.10,,,
11/08/2022,221,503.50,139,482.35,23,44.10,383,1029.95,,,
12/08/2022,563,1319.90,365,1320.90,25,72.90,953,2713.70,,,
14/08/2022,307,758.15,216,816.55,22,79.90,545,1654.60,,,
15/08/2022,317,773.20,187,670.50,33,77.30,537,1521.00,,,
16/08/2022,244,561.55,142,528.70,20,45.30,406,1135.55,,,
17/08/2022,252,583.90,169,621.95,19,1.00,440,1206.85,,,
18/08/2022,247,544.40,158,550.95,30,51.40,435,1146.75,,,
19/08/2022,293,677.00,175,611.65,13,51.40,481,1340.05,,,
20/08/2022,332,758.70,183,636.50,32,51.50,547,1446.70,,,
21/08/2022,328,805.35,232,896.60,26,86.60,586,1788.55,,,
22/08/2022,220,490.25,128,480.30,23,86.60,371,1057.15,,,
23/08/2022,259,607.95,122,432.75,32,79.00,413,1119.70,,,
24/08/2022,300,675.10,181,669.05,30,35.20,511,1379.35,,,
25/08/2022,265,575.41,166,600.45,23,0.00,454,1175.86,,,
26/08/2022,282,650.50,141,486.75,21,26.00,444,1163.25,,,
27/08/2022,309,724.00,216,761.70,20,34.00,545,1519.70,,,
28/08/2022,371,868.10,224,874.70,35,43.90,630,1786.70,,,
29/08/2022,243,555.90,148,564.70,25,69.30,416,1189.90,,,
30/08/2022,263,592.10,112,410.00,21,34.40,396,1036.50,,,
31/08/2022,211,466.55,142,532.45,13,18.30,366,1017.30,,,
01/09/2022,211,475.25,121,438.65,9,14.10,341,928.00,,,
02/09/2022,245,562.70,150,541.20,12,34.80,407,1138.70,,,
03/09/2022,325,758.80,192,693.65,24,68.40,541,1520.85,,,
04/09/2022,400,975.40,275,999.90,43,44.80,718,2020.10,,,
05/09/2022,222,511.40,126,431.70,9,8.90,357,952.00,,,
06/09/2022,257,602.60,165,629.75,28,131.10,450,1363.45,,,
07/09/2022,252,550.60,132,459.65,12,34.80,396,1045.05,,,
08/09/2022,277,628.35,125,488.35,20,80.60,422,1197.30,,,
09/09/2022,252,582.95,160,625.35,31,98.80,443,1307.10,,,
10/09/2022,300,730.85,215,853.20,23,87.80,538,1671.85,,,
11/09/2022,480,1126.30,249,978.45,28,31.90,757,2136.65,,,
12/09/2022,335,752.15,164,610.30,19,31.70,518,1394.15,,,
13/09/2022,358,813.56,161,528.40,44,86.60,563,1428.56,,,
14/09/2022,282,651.50,160,599.50,9,30.70,451,1281.70,,,
15/09/2022,239,532.35,127,447.90,16,53.80,382,1034.05,,,
16/09/2022,325,761.45,179,667.10,20,57.00,524,1485.55,,,
17/09/2022,433,963.75,235,870.80,36,80.00,704,1914.55,,,
18/09/2022,496,1174.00,307,1162.60,47,69.30,850,2405.90,,,
19/09/2022,306,698.90,195,772.05,20,59.30,521,1530.25,,,
20/09/2022,268,629.75,155,525.20,19,61.20,442,1216.15,,,
21/09/2022,241,546.90,101,349.75,17,25.50,359,922.15,,,
22/09/2022,289,644.36,159,541.40,28,23.00,476,1208.76,,,
23/09/2022,250,569.20,160,604.60,24,26.40,434,1200.20,,,
24/09/2022,498,1205.70,257,887.95,46,43.00,801,2136.65,,,
25/09/2022,441,1043.10,285,940.00,42,33.50,768,2016.60,,,
26/09/2022,362,813.70,205,714.05,21,53.70,588,1581.45,,,
27/09/2022,285,672.55,151,516.80,8,0.50,444,1189.85,,,
28/09/2022,291,653.40,174,628.05,31,69.40,496,1350.85,,,
29/09/2022,336,759.10,174,601.85,38,62.70,548,1423.65,,,
30/09/2022,329,751.51,201,766.05,23,46.40,553,1563.96,,,
01/10/2022,506,1170.60,296,1053.85,33,28.70,835,2253.15,,,
02/10/2022,452,1050.40,276,1008.70,56,142.20,784,2201.30,,,
03/10/2022,332,723.10,185,655.85,32,17.90,549,1396.85,,,
04/10/2022,321,722.80,189,714.80,21,74.90,531,1512.50,,,
05/10/2022,304,704.50,175,676.55,19,27.40,498,1408.45,,,
06/10/2022,349,772.10,152,540.60,38,57.50,539,1370.20,,,
07/10/2022,354,806.55,187,678.30,35,43.80,576,1528.65,,,
08/10/2022,585,1362.25,314,1142.30,51,52.00,950,2556.55,,,
09/10/2022,559,1324.85,328,1239.00,53,60.80,940,2624.65,,,
10/10/2022,421,904.90,197,688.00,51,44.30,669,1637.20,,,
11/10/2022,319,706.51,191,698.45,20,53.30,530,1458.26,,,
12/10/2022,509,1224.50,321,1222.85,41,136.20,871,2583.55,,,
13/10/2022,375,919.20,228,878.45,44,102.70,647,1900.35,,,
14/10/2022,389,911.60,244,923.20,36,43.80,669,1878.60,,,
15/10/2022,589,1375.05,307,1088.60,54,107.10,950,2570.75,,,
16/10/2022,550,1301.15,319,1060.80,65,43.90,934,2405.85,,,
17/10/2022,381,890.60,195,679.40,36,62.80,612,1632.80,,,
18/10/2022,314,747.81,150,489.90,29,36.40,493,1274.11,,,
19/10/2022,355,842.05,184,660.60,26,40.60,565,1543.25,,,
20/10/2022,358,799.40,214,819.35,48,83.90,620,1702.65,,,
21/10/2022,400,953.25,247,914.15,68,79.60,715,1947.00,,,
22/10/2022,655,1463.21,304,1090.80,57,55.70,1016,2609.71,,,
23/10/2022,447,1048.35,293,1065.00,31,30.70,771,2144.05,,,
24/10/2022,444,993.95,219,794.30,50,23.20,713,1811.45,,,
25/10/2022,424,946.25,213,755.80,16,32.50,653,1734.55,,,
26/10/2022,359,835.81,196,743.95,19,58.50,574,1638.26,,,
27/10/2022,272,598.15,141,470.00,22,23.00,435,1091.15,,,
28/10/2022,330,754.80,170,638.15,38,62.60,538,1455.55,,,
29/10/2022,555,1255.86,291,1030.45,41,35.70,887,2322.01,,,
30/10/2022,553,1270.40,363,1376.40,50,103.80,966,2750.60,,,
31/10/2022,512,1204.85,360,1322.25,40,110.80,912,2637.90,,,
01/11/2022,486,1112.15,283,1031.30,29,51.40,798,2194.85,,,
02/11/2022,267,609.50,159,587.20,47,87.70,473,1284.40,,,
03/11/2022,479,1055.55,214,687.95,52,44.60,745,1788.10,,,
04/11/2022,417,946.15,225,744.65,35,19.80,677,1710.60,,,
05/11/2022,569,1321.55,282,957.15,41,43.70,892,2322.40,,,
06/11/2022,473,1108.60,276,954.35,40,53.40,789,2116.35,,,
07/11/2022,298,658.30,179,622.70,32,73.20,509,1354.20,,,
08/11/2022,271,611.55,129,476.85,10,5.20,410,1093.60,,,
09/11/2022,367,842.05,208,775.70,18,14.10,593,1631.85,,,
10/11/2022,256,568.90,118,381.80,20,43.40,394,994.10,,,
11/11/2022,405,924.80,187,662.80,37,31.10,629,1618.70,,,
12/11/2022,600,1358.80,306,1109.15,58,56.30,964,2524.25,,,
13/11/2022,672,1631.31,341,1276.10,49,62.50,1062,2969.91,,,
14/11/2022,321,744.25,180,667.90,27,67.00,528,1479.15,,,
15/11/2022,262,570.00,130,412.85,34,35.70,426,1018.55,,,
16/11/2022,213,468.20,93,290.40,6,1.50,312,760.10,,,
17/11/2022,163,349.60,83,289.80,14,0.00,260,639.40,,,
19/11/2022,598,1348.10,314,1079.05,56,48.70,968,2475.85,,,
20/11/2022,550,1245.91,298,1072.50,32,44.30,880,2362.71,,,
21/11/2022,384,873.55,186,680.80,26,48.50,596,1602.85,,,
22/11/2022,346,733.65,149,491.45,17,57.40,512,1282.50,,,
23/11/2022,228,468.55,110,392.15,12,69.60,350,930.30,,,
24/11/2022,327,763.25,149,501.35,14,0.00,490,1264.60,,,
25/11/2022,323,733.95,164,584.60,18,13.70,505,1332.25,,,
26/11/2022,604,1349.40,332,1159.05,44,34.80,980,2543.25,,,
27/11/2022,461,1094.30,289,1041.60,27,55.10,777,2191.00,,,
28/11/2022,318,692.20,142,484.35,25,23.10,485,1199.65,,,
29/11/2022,234,522.25,99,329.30,16,14.10,349,865.65,,,
30/11/2022,256,569.40,110,324.90,14,5.20,380,899.50,,,
01/12/2022,264,599.40,140,506.10,23,0.50,427,1106.00,,,
02/12/2022,311,654.15,127,434.10,24,33.40,462,1121.65,,,
03/12/2022,515,1106.85,276,969.65,48,69.30,839,2145.80,,,
04/12/2022,539,1257.75,333,1158.65,41,68.90,913,2485.30,,,
05/12/2022,398,902.60,231,822.55,13,22.60,642,1747.75,,,
06/12/2022,408,931.45,184,682.00,19,14.70,611,1628.15,,,
07/12/2022,314,708.75,154,539.25,13,25.50,481,1273.50,,,
08/12/2022,451,1044.30,205,714.10,11,1.00,667,1759.40,,,
09/12/2022,363,841.40,225,778.95,15,27.80,603,1648.15,,,
10/12/2022,531,1235.30,262,929.80,46,25.50,839,2190.60,,,
11/12/2022,398,924.20,261,872.50,30,91.00,689,1887.70,,,
12/12/2022,260,583.35,131,467.45,19,47.10,410,1097.90,,,
13/12/2022,232,524.20,128,425.65,12,55.60,372,1005.45,,,
14/12/2022,306,673.31,129,416.80,14,50.00,449,1140.11,,,
15/12/2022,306,680.40,137,437.35,23,5.20,466,1122.95,,,
16/12/2022,357,810.30,166,596.75,15,35.30,538,1442.35,,,
17/12/2022,573,1359.90,274,996.10,49,44.40,896,2400.40,,,
18/12/2022,460,1088.90,220,804.10,30,41.50,710,1934.50,,,
19/12/2022,342,809.10,153,589.40,19,47.10,514,1445.60,,,
20/12/2022,324,785.85,142,497.70,21,81.60,487,1365.15,,,
21/12/2022,307,742.15,171,642.60,5,5.20,483,1389.95,,,
22/12/2022,263,618.00,145,541.60,12,17.00,420,1176.60,,,
23/12/2022,199,464.45,111,392.60,11,0.00,321,857.05,,,
24/12/2022,170,397.30,112,426.50,15,53.80,297,877.60,,,
25/12/2022,219,550.10,149,671.60,11,71.50,379,1293.20,,,
26/12/2022,398,998.10,231,912.80,25,57.40,654,1968.30,,,
27/12/2022,464,1131.65,250,993.40,23,53.80,737,2178.85,,,
28/12/2022,458,1173.60,284,1078.90,31,27.40,773,2279.90,,,
29/12/2022,500,1241.55,310,1201.60,42,134.40,852,2577.55,,,
30/12/2022,491,1183.40,297,1137.50,43,111.20,831,2432.10,,,
31/12/2022,315,766.25,207,800.90,17,25.50,539,1592.65,,,
01/01/2023,394,961.30,242,983.40,27,53.30,663,1998.00,,,
02/01/2023,401,1013.30,262,1040.90,16,55.70,679,2109.90,,,
03/01/2023,433,1041.30,240,932.90,22,67.00,695,2041.20,,,
04/01/2023,381,956.65,238,947.90,20,73.50,639,1978.05,,,
05/01/2023,303,726.05,160,596.90,17,9.40,480,1332.35,,,
06/01/2023,152,374.30,95,400.80,9,19.30,256,794.40,,,
07/01/2023,403,929.05,192,678.70,7,13.70,602,1621.45,,,
08/01/2023,419,1036.45,198,750.50,16,39.60,633,1826.55,,,
09/01/2023,224,527.05,147,578.30,7,20.80,378,1126.15,,,
10/01/2023,233,557.40,118,499.60,3,17.00,354,1074.00,,,
11/01/2023,250,573.20,110,432.60,8,13.70,368,1019.50,,,
12/01/2023,232,550.55,127,455.80,12,30.70,371,1037.05,,,
13/01/2023,295,718.85,158,563.70,13,34.40,466,1316.95,,,
14/01/2023,480,1158.95,222,813.50,24,22.20,726,1994.65,,,
15/01/2023,533,1313.00,245,896.60,23,98.60,801,2308.20,,,
16/01/2023,310,724.95,155,640.20,20,36.30,485,1401.45,,,
17/01/2023,298,684.55,117,451.00,7,31.10,422,1166.65,,,
18/01/2023,275,645.35,129,513.20,11,8.90,415,1167.45,,,
19/01/2023,304,727.10,114,410.90,15,8.50,433,1146.50,,,
20/01/2023,329,789.55,171,625.20,21,34.90,521,1449.65,,,
21/01/2023,528,1269.50,290,1069.70,23,60.30,841,2399.50,,,
22/01/2023,455,1101.25,260,997.90,28,59.40,743,2158.55,,,
23/01/2023,260,661.40,124,451.80,8,5.70,392,1118.90,,,
24/01/2023,300,713.65,112,396.90,5,9.50,417,1120.05,,,
25/01/2023,265,623.20,120,425.90,5,14.20,390,1063.30,,,
26/01/2023,295,686.25,138,546.20,13,0.00,446,1232.45,,,
27/01/2023,395,949.70,194,752.60,30,23.60,619,1725.90,,,
28/01/2023,570,1353.35,282,1106.40,28,36.30,880,2496.05,,,
29/01/2023,449,1057.55,260,998.50,20,48.10,729,2104.15,,,
30/01/2023,261,611.15,141,544.90,14,25.90,416,1181.95,,,
31/01/2023,229,515.70,87,303.80,7,0.50,323,820.00,,,
01/02/2023,223,541.10,118,431.10,7,24.50,348,996.70,,,
02/02/2023,247,581.10,146,507.60,56,69.30,449,1158.00,,,
03/02/2023,330,800.00,175,666.60,38,64.10,543,1530.70,,,
04/02/2023,497,1179.55,237,819.30,56,17.00,790,2015.85,,,
05/02/2023,427,1059.55,238,1016.30,34,76.40,699,2152.25,,,
06/02/2023,236,536.55,107,442.40,11,42.40,354,1021.35,,,
07/02/2023,250,596.55,95,328.80,3,13.70,348,939.05,,,
08/02/2023,278,672.80,113,408.20,7,17.00,398,1098.00,,,
09/02/2023,304,734.75,148,554.60,39,45.20,491,1334.55,,,
10/02/2023,368,906.75,203,777.20,36,43.40,607,1727.35,,,
11/02/2023,600,1429.11,308,1095.00,50,34.00,958,2558.11,,,
12/02/2023,525,1299.05,233,955.00,26,17.00,784,2271.05,,,
13/02/2023,252,604.10,126,470.20,10,27.80,388,1102.10,,,
14/02/2023,257,615.65,117,433.80,3,13.70,377,1063.15,,,
15/02/2023,255,608.75,148,619.30,11,39.60,414,1267.65,,,
16/02/2023,307,750.95,165,667.00,34,88.80,506,1506.75,,,
17/02/2023,302,730.85,175,647.90,30,56.60,507,1435.35,,,
18/02/2023,496,1189.25,293,1173.20,31,108.40,820,2470.85,,,
19/02/2023,474,1145.30,283,1112.30,42,53.10,799,2310.70,,,
20/02/2023,317,765.40,204,829.40,28,97.40,549,1692.20,,,
21/02/2023,330,763.50,150,610.30,10,22.20,490,1396.00,,,
22/02/2023,298,675.95,159,594.50,22,17.50,479,1287.95,,,
23/02/2023,367,887.85,145,536.90,35,10.40,547,1435.15,,,
24/02/2023,374,913.35,239,965.00,44,40.70,657,1919.05,,,
25/02/2023,514,1264.45,320,1209.70,48,42.30,882,2516.45,,,
26/02/2023,539,1301.40,268,1016.20,51,81.50,858,2399.10,,,
27/02/2023,399,947.95,221,855.90,27,41.10,647,1844.95,,,
28/02/2023,257,601.35,115,424.70,25,36.30,397,1062.35,,,
01/03/2023,255,616.50,168,647.50,8,41.90,431,1305.90,,,
02/03/2023,286,648.85,135,488.40,21,34.00,442,1171.25,,,
03/03/2023,355,852.65,197,753.30,39,43.70,591,1649.65,,,
04/03/2023,522,1254.95,277,1051.40,35,78.50,834,2384.85,,,
05/03/2023,520,1259.30,310,1206.00,44,150.80,874,2616.10,,,
06/03/2023,336,780.55,157,576.20,25,64.10,518,1420.85,,,
07/03/2023,274,657.80,133,529.90,21,62.60,428,1250.30,,,
08/03/2023,376,899.60,124,462.60,18,36.30,518,1398.50,,,
09/03/2023,299,713.25,173,698.90,23,25.50,495,1437.65,,,
10/03/2023,334,773.60,195,818.20,37,27.40,566,1619.20,,,
11/03/2023,552,1308.35,340,1395.30,57,44.50,949,2748.15,,,
12/03/2023,482,1159.70,299,1207.70,69,136.10,850,2503.50,,,
13/03/2023,282,707.65,173,720.40,15,17.00,470,1445.05,,,
14/03/2023,244,580.90,139,586.20,16,49.40,399,1216.50,,,
15/03/2023,261,615.85,154,637.90,16,66.00,431,1319.75,,,
16/03/2023,239,570.50,135,575.20,21,39.60,395,1185.30,,,
17/03/2023,378,892.40,196,812.10,30,0.00,604,1704.50,,,
18/03/2023,482,1228.50,280,1036.10,32,45.60,794,2310.20,,,
19/03/2023,465,1110.95,292,1182.20,45,57.20,802,2350.35,,,
20/03/2023,315,741.05,194,753.10,17,57.60,526,1551.75,,,
21/03/2023,300,751.85,147,569.90,29,87.10,476,1408.85,,,
22/03/2023,327,794.30,171,698.90,17,75.40,515,1568.60,,,
23/03/2023,296,699.35,164,635.10,41,82.50,501,1416.95,,,
24/03/2023,349,852.35,191,761.40,43,17.40,583,1631.15,,,
25/03/2023,512,1232.25,345,1382.80,34,17.40,891,2632.45,,,
26/03/2023,506,1254.95,295,1160.10,42,60.80,843,2475.85,,,
27/03/2023,294,692.05,187,799.20,21,79.60,502,1570.85,,,
28/03/2023,301,706.60,150,607.30,11,40.10,462,1354.00,,,
29/03/2023,257,616.35,158,636.40,17,85.20,432,1337.95,,,
30/03/2023,288,706.80,159,628.70,33,13.70,480,1349.20,,,
31/03/2023,284,720.65,186,749.60,27,27.30,497,1497.55,,,
01/04/2023,352,856.35,224,874.20,14,51.80,590,1782.35,,,
02/04/2023,456,1094.70,364,1479.20,42,86.30,862,2660.20,,,
03/04/2023,388,929.65,255,1069.10,35,84.00,678,2082.75,,,
04/04/2023,354,866.40,206,823.60,36,92.50,596,1782.50,,,
05/04/2023,250,627.60,176,667.40,19,62.10,445,1357.10,,,
06/04/2023,349,826.75,241,959.80,32,39.60,622,1826.15,,,
07/04/2023,467,1114.35,306,1254.00,39,108.00,812,2476.35,,,
08/04/2023,367,881.85,245,961.30,34,29.00,646,1872.15,,,
09/04/2023,366,889.25,243,996.30,33,57.00,642,1942.55,,,
10/04/2023,255,624.10,189,732.60,20,31.10,464,1387.80,,,
11/04/2023,185,443.55,131,518.80,22,42.50,338,1004.85,,,
12/04/2023,322,791.20,183,735.00,31,39.20,536,1565.40,,,
13/04/2023,299,735.20,150,535.90,16,40.00,465,1311.10,,,
14/04/2023,343,853.40,226,905.70,36,107.00,605,1866.10,,,
15/04/2023,411,979.50,269,1087.00,35,84.00,715,2150.50,,,
16/04/2023,427,1044.30,267,1042.30,59,101.10,753,2187.70,,,
17/04/2023,305,731.30,206,864.00,31,78.20,542,1673.50,,,
18/04/2023,297,711.65,168,662.90,25,17.40,490,1391.95,,,
19/04/2023,310,770.35,163,625.20,21,61.50,494,1457.05,,,
20/04/2023,274,646.25,184,726.90,31,95.60,489,1468.75,,,
21/04/2023,280,689.45,193,789.70,24,82.50,497,1561.65,,,
22/04/2023,475,1106.30,307,1233.70,40,96.30,822,2436.30,,,
23/04/2023,475,1140.65,276,1111.80,44,133.00,795,2385.45,,,
24/04/2023,326,778.20,219,968.50,27,101.00,572,1847.70,,,
25/04/2023,313,776.40,157,612.10,17,50.00,487,1438.50,,,
26/04/2023,273,666.40,177,752.20,21,125.80,471,1544.40,,,
27/04/2023,281,671.70,114,411.80,20,79.30,415,1162.80,,,
28/04/2023,291,716.75,208,784.90,22,30.70,521,1532.35,,,
29/04/2023,418,1005.00,292,1105.10,40,87.10,750,2197.20,,,
30/04/2023,522,1263.50,350,1511.00,68,155.40,940,2929.90,,,
01/05/2023,378,899.95,234,958.80,30,120.20,642,1978.95,,,
02/05/2023,302,763.45,210,862.40,25,93.90,537,1719.75,,,
03/05/2023,248,589.80,150,628.10,15,17.00,413,1234.90,,,
04/05/2023,285,673.10,160,635.40,36,91.90,481,1400.40,,,
05/05/2023,328,793.40,203,806.50,31,92.00,562,1691.90,,,
06/05/2023,467,1076.85,261,942.50,45,70.40,773,2089.75,,,
07/05/2023,343,841.80,288,1164.40,23,85.80,654,2092.00,,,
08/05/2023,275,655.50,176,690.10,20,62.20,471,1407.80,,,
09/05/2023,285,670.50,168,668.00,16,42.90,469,1381.40,,,
10/05/2023,274,652.25,138,553.70,21,17.80,433,1223.75,,,
11/05/2023,276,640.95,163,699.80,29,57.40,468,1398.15,,,
12/05/2023,336,801.45,179,672.50,25,31.50,540,1505.45,,,
13/05/2023,299,780.70,273,1060.30,137,264.35,709,2105.35,,,
14/05/2023,179,522.80,289,1158.70,297,617.90,765,2299.40,,,
15/05/2023,124,352.90,238,1025.90,235,520.75,597,1899.55,,,
16/05/2023,78,217.20,159,617.40,235,505.95,472,1340.55,,,
17/05/2023,101,281.00,144,577.60,207,438.40,452,1297.00,,,
18/05/2023,84,240.00,185,721.80,236,540.25,505,1502.05,,,
19/05/2023,119,340.40,195,800.70,240,518.60,554,1659.70,,,
20/05/2023,161,441.60,297,1261.10,374,783.65,832,2486.35,,,
21/05/2023,185,525.90,271,1073.70,289,642.70,745,2242.30,,,
22/05/2023,107,286.90,182,730.40,234,522.20,523,1539.50,,,
23/05/2023,113,305.60,169,719.20,211,507.80,493,1532.60,,,
24/05/2023,92,261.80,158,615.90,195,449.30,445,1327.00,,,
25/05/2023,122,356.90,177,714.50,197,380.80,496,1452.20,,,
26/05/2023,106,331.40,185,727.90,237,534.00,528,1593.30,,,
27/05/2023,159,463.20,226,914.80,278,626.50,663,2004.50,,,
28/05/2023,191,551.50,365,1542.20,401,833.90,957,2927.60,,,
29/05/2023,118,347.00,218,884.40,230,482.95,566,1714.35,,,
30/05/2023,87,253.60,165,698.20,186,430.10,438,1381.90,,,
31/05/2023,106,308.00,204,823.20,237,528.35,547,1659.55,,,
01/06/2023,138,385.80,195,684.10,257,546.05,590,1615.95,,,
02/06/2023,169,486.70,266,1012.40,315,620.85,750,2119.95,,,
03/06/2023,185,508.10,268,1077.90,375,767.45,828,2353.45,,,
04/06/2023,166,492.70,303,1256.20,276,575.25,745,2324.15,,,
05/06/2023,83,244.30,160,670.90,192,411.20,435,1326.40,,,
06/06/2023,77,228.40,155,620.40,177,373.65,409,1222.45,,,
07/06/2023,116,324.50,184,761.20,266,587.85,566,1673.55,,,
08/06/2023,106,312.20,173,692.50,209,467.60,488,1472.30,,,
09/06/2023,120,339.30,204,786.10,229,505.30,553,1630.70,,,
10/06/2023,198,573.70,288,1185.10,321,683.05,807,2441.85,,,
11/06/2023,179,487.00,323,1319.30,241,528.30,743,2334.60,,,
12/06/2023,95,272.50,151,639.20,166,362.90,412,1274.60,,,
13/06/2023,77,212.40,148,573.50,225,474.20,450,1260.10,,,
14/06/2023,81,229.50,155,648.00,170,415.90,406,1293.40,,,
15/06/2023,92,257.40,159,681.60,215,444.25,466,1383.25,,,
16/06/2023,119,334.40,193,822.40,232,492.85,544,1649.65,,,
17/06/2023,171,478.10,259,1018.50,261,572.70,691,2069.30,,,
18/06/2023,156,465.10,279,1216.50,249,566.05,684,2247.65,,,
19/06/2023,88,245.50,171,726.30,180,394.30,439,1366.10,,,
20/06/2023,99,290.80,131,518.10,190,387.25,420,1196.15,,,
21/06/2023,90,247.70,144,553.50,189,418.65,423,1219.85,,,
22/06/2023,91,254.70,146,591.50,158,343.80,395,1190.00,,,
23/06/2023,73,220.30,143,544.10,124,282.20,340,1046.60,,,
24/06/2023,126,344.20,256,1084.40,180,408.25,562,1836.85,,,
25/06/2023,129,376.50,202,822.90,154,342.55,485,1541.95,,,
26/06/2023,95,275.00,160,666.20,155,358.45,410,1299.65,,,
27/06/2023,92,296.80,149,606.70,146,298.70,387,1202.20,,,
28/06/2023,77,243.30,156,617.10,140,296.00,373,1156.40,,,
29/06/2023,94,280.00,140,590.20,117,257.75,351,1127.95,,,
30/06/2023,88,243.95,157,686.10,175,363.25,420,1293.30,,,
01/07/2023,172,506.90,259,927.40,1083,3778.35,1514,5212.65,,,
02/07/2023,100,285.60,212,853.30,177,386.80,489,1525.70,,,
03/07/2023,98,272.50,128,539.70,131,268.50,357,1080.70,,,
04/07/2023,99,273.60,172,777.00,144,308.75,415,1359.35,,,
05/07/2023,82,225.00,126,542.40,151,304.80,359,1072.20,,,
06/07/2023,121,334.85,163,652.70,132,356.10,416,1343.65,,,
07/07/2023,155,433.10,203,847.00,187,385.90,545,1666.00,,,
08/07/2023,138,394.90,250,1091.40,184,426.25,572,1912.55,,,
09/07/2023,150,437.10,220,923.40,165,382.70,535,1743.20,,,
10/07/2023,106,309.70,193,816.00,173,402.00,472,1527.70,,,
11/07/2023,85,253.90,142,597.40,139,306.60,366,1157.90,,,
12/07/2023,105,299.60,187,759.30,222,470.70,514,1529.60,,,
13/07/2023,126,343.70,147,598.50,160,336.30,433,1278.50,,,
14/07/2023,95,269.60,157,652.50,134,314.65,386,1236.75,,,
15/07/2023,124,355.10,238,997.70,223,450.75,585,1803.55,,,
16/07/2023,123,360.20,222,945.70,163,365.45,508,1671.35,,,
17/07/2023,92,260.80,144,601.90,124,258.50,360,1121.20,,,
18/07/2023,122,371.80,128,560.40,138,270.75,388,1202.95,,,
19/07/2023,90,250.00,129,514.90,119,264.20,338,1029.10,,,
20/07/2023,94,262.10,129,498.60,115,264.90,338,1025.60,,,
21/07/2023,90,242.60,128,489.80,115,252.00,333,984.40,,,
22/07/2023,87,236.90,168,709.00,162,345.60,417,1291.50,,,
23/07/2023,132,364.40,181,721.50,153,379.20,466,1465.10,,,
24/07/2023,54,149.50,122,515.70,109,240.10,285,905.30,,,
25/07/2023,58,163.20,131,539.50,116,277.30,305,980.00,,,
26/07/2023,80,224.40,118,456.20,126,295.00,324,975.60,,,
27/07/2023,46,142.30,120,473.10,88,200.70,254,816.10,,,
28/07/2023,65,190.40,113,445.00,100,242.80,278,878.20,,,
29/07/2023,94,260.00,130,518.70,150,348.50,374,1127.20,,,
30/07/2023,81,228.70,139,579.20,119,261.45,339,1069.35,,,
31/07/2023,62,186.70,133,578.30,106,262.80,301,1027.80,,,
01/08/2023,68,194.30,114,487.60,114,281.35,296,963.25,,,
02/08/2023,71,193.60,138,546.60,119,287.50,328,1027.70,,,
03/08/2023,72,200.10,118,464.50,138,309.15,328,973.75,,,
04/08/2023,60,171.80,127,468.70,126,266.60,313,907.10,,,
05/08/2023,103,309.30,196,779.50,160,341.90,459,1430.70,,,
06/08/2023,102,279.60,173,658.90,195,450.55,470,1389.05,,,
07/08/2023,75,218.75,134,601.70,128,354.20,337,1174.65,,,
08/08/2023,83,239.50,164,684.20,138,305.90,385,1229.60,,,
09/08/2023,70,202.10,145,602.40,114,297.95,329,1102.45,,,
10/08/2023,64,178.80,122,488.30,111,237.75,297,904.85,,,
11/08/2023,46,126.80,118,473.70,119,267.00,283,867.50,,,
12/08/2023,98,293.00,172,658.20,157,362.25,427,1313.45,,,
13/08/2023,106,301.90,203,825.10,144,376.00,453,1503.00,,,
14/08/2023,83,259.80,146,547.00,143,329.70,372,1136.50,,,
15/08/2023,94,286.50,158,649.40,138,342.30,390,1278.20,,,
16/08/2023,79,219.20,151,634.20,125,312.85,355,1166.25,,,
17/08/2023,62,174.10,144,596.50,121,304.15,327,1074.75,,,
18/08/2023,192,546.70,340,1420.90,309,722.70,841,2690.30,,,
20/08/2023,104,302.70,182,743.80,162,360.90,448,1407.40,,,
